# Coding: utf-8
# File format version: 2
# Title: CAMS McClear v2.7 model of clear-sky irradiation.
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level assuming clear sky.
#           Calls on the McClear clear-sky model. Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (worldwide coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: MINES ParisTech (France)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-mcclear
# Date begin (ISO 8601): 2016-04-06T00:00:00.0
# Date end (ISO 8601): 2016-04-09T00:00:00.0
# Latitude (positive North, ISO 19115): 1.3400
# Longitude (positive East, ISO 19115): 103.6800
# Altitude (m): 29.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_assuming_clear_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 0 h 1 min 0 s
# noValue: nan
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI
2016-04-06T02:42:00.0/2016-04-06T02:43:00.0;18.2792;11.9375;8.9145;3.0230;11.0997
2016-04-06T02:43:00.0/2016-04-06T02:44:00.0;18.3375;11.9817;8.9485;3.0332;11.1067
2016-04-06T02:44:00.0/2016-04-06T02:45:00.0;18.3953;12.0256;8.9822;3.0434;11.1135
2016-04-06T02:45:00.0/2016-04-06T02:46:00.0;18.4528;12.0693;9.0157;3.0536;11.1202
2016-04-06T02:46:00.0/2016-04-06T02:47:00.0;18.5100;12.1127;9.0490;3.0637;11.1267
2016-04-06T02:47:00.0/2016-04-06T02:48:00.0;18.5668;12.1558;9.0820;3.0739;11.1331
2016-04-06T02:48:00.0/2016-04-06T02:49:00.0;18.6233;12.1986;9.1147;3.0840;11.1393
2016-04-06T02:49:00.0/2016-04-06T02:50:00.0;18.6794;12.2412;9.1471;3.0940;11.1454
2016-04-06T02:50:00.0/2016-04-06T02:51:00.0;18.7351;12.2834;9.1793;3.1041;11.1514
2016-04-06T02:51:00.0/2016-04-06T02:52:00.0;18.7905;12.3254;9.2113;3.1141;11.1572
2016-04-06T02:52:00.0/2016-04-06T02:53:00.0;18.8455;12.3671;9.2430;3.1241;11.1628
2016-04-06T02:53:00.0/2016-04-06T02:54:00.0;18.9002;12.4085;9.2744;3.1341;11.1684
2016-04-06T02:54:00.0/2016-04-06T02:55:00.0;18.9546;12.4496;9.3055;3.1441;11.1738
2016-04-06T02:55:00.0/2016-04-06T02:56:00.0;19.0085;12.4904;9.3364;3.1540;11.1790
2016-04-06T02:56:00.0/2016-04-06T02:57:00.0;19.0621;12.5310;9.3670;3.1640;11.1841
2016-04-06T02:57:00.0/2016-04-06T02:58:00.0;19.1153;12.5712;9.3973;3.1738;11.1891
2016-04-06T02:58:00.0/2016-04-06T02:59:00.0;19.1682;12.6111;9.4274;3.1837;11.1939
2016-04-06T02:59:00.0/2016-04-06T03:00:00.0;19.2207;12.6508;9.4572;3.1936;11.1986
2016-04-06T03:00:00.0/2016-04-06T03:01:00.0;19.2729;12.6923;9.4908;3.2015;11.2080
2016-04-06T03:01:00.0/2016-04-06T03:02:00.0;19.3247;12.7357;9.5282;3.2075;11.2220
2016-04-06T03:02:00.0/2016-04-06T03:03:00.0;19.3761;12.7788;9.5654;3.2134;11.2359
2016-04-06T03:03:00.0/2016-04-06T03:04:00.0;19.4271;12.8216;9.6023;3.2193;11.2496
2016-04-06T03:04:00.0/2016-04-06T03:05:00.0;19.4778;12.8641;9.6389;3.2251;11.2632
2016-04-06T03:05:00.0/2016-04-06T03:06:00.0;19.5281;12.9063;9.6754;3.2309;11.2766
2016-04-06T03:06:00.0/2016-04-06T03:07:00.0;19.5780;12.9482;9.7115;3.2367;11.2899
2016-04-06T03:07:00.0/2016-04-06T03:08:00.0;19.6276;12.9898;9.7475;3.2424;11.3030
2016-04-06T03:08:00.0/2016-04-06T03:09:00.0;19.6768;13.0311;9.7831;3.2480;11.3160
2016-04-06T03:09:00.0/2016-04-06T03:10:00.0;19.7256;13.0721;9.8185;3.2536;11.3289
2016-04-06T03:10:00.0/2016-04-06T03:11:00.0;19.7740;13.1128;9.8537;3.2591;11.3416
2016-04-06T03:11:00.0/2016-04-06T03:12:00.0;19.8221;13.1532;9.8886;3.2646;11.3542
2016-04-06T03:12:00.0/2016-04-06T03:13:00.0;19.8698;13.1933;9.9232;3.2701;11.3666
2016-04-06T03:13:00.0/2016-04-06T03:14:00.0;19.9171;13.2331;9.9576;3.2755;11.3789
2016-04-06T03:14:00.0/2016-04-06T03:15:00.0;19.9641;13.2726;9.9918;3.2808;11.3910
2016-04-06T03:15:00.0/2016-04-06T03:16:00.0;20.0106;13.3118;10.0256;3.2862;11.4030
2016-04-06T03:16:00.0/2016-04-06T03:17:00.0;20.0568;13.3507;10.0592;3.2914;11.4149
2016-04-06T03:17:00.0/2016-04-06T03:18:00.0;20.1026;13.3892;10.0926;3.2966;11.4267
2016-04-06T03:18:00.0/2016-04-06T03:19:00.0;20.1480;13.4274;10.1256;3.3018;11.4383
2016-04-06T03:19:00.0/2016-04-06T03:20:00.0;20.1930;13.4653;10.1584;3.3069;11.4497
2016-04-06T03:20:00.0/2016-04-06T03:21:00.0;20.2377;13.5030;10.1910;3.3120;11.4611
2016-04-06T03:21:00.0/2016-04-06T03:22:00.0;20.2819;13.5403;10.2233;3.3170;11.4723
2016-04-06T03:22:00.0/2016-04-06T03:23:00.0;20.3258;13.5772;10.2553;3.3220;11.4833
2016-04-06T03:23:00.0/2016-04-06T03:24:00.0;20.3693;13.6139;10.2870;3.3269;11.4943
2016-04-06T03:24:00.0/2016-04-06T03:25:00.0;20.4124;13.6502;10.3185;3.3318;11.5051
2016-04-06T03:25:00.0/2016-04-06T03:26:00.0;20.4551;13.6863;10.3497;3.3366;11.5157
2016-04-06T03:26:00.0/2016-04-06T03:27:00.0;20.4974;13.7220;10.3806;3.3414;11.5263
2016-04-06T03:27:00.0/2016-04-06T03:28:00.0;20.5394;13.7574;10.4112;3.3461;11.5367
2016-04-06T03:28:00.0/2016-04-06T03:29:00.0;20.5810;13.7924;10.4416;3.3508;11.5470
2016-04-06T03:29:00.0/2016-04-06T03:30:00.0;20.6221;13.8272;10.4717;3.3555;11.5571
2016-04-06T03:30:00.0/2016-04-06T03:31:00.0;20.6629;13.8616;10.5015;3.3601;11.5672
2016-04-06T03:31:00.0/2016-04-06T03:32:00.0;20.7032;13.8956;10.5310;3.3646;11.5771
2016-04-06T03:32:00.0/2016-04-06T03:33:00.0;20.7432;13.9294;10.5603;3.3692;11.5869
2016-04-06T03:33:00.0/2016-04-06T03:34:00.0;20.7828;13.9629;10.5892;3.3736;11.5965
2016-04-06T03:34:00.0/2016-04-06T03:35:00.0;20.8220;13.9960;10.6179;3.3780;11.6060
2016-04-06T03:35:00.0/2016-04-06T03:36:00.0;20.8608;14.0287;10.6463;3.3824;11.6154
2016-04-06T03:36:00.0/2016-04-06T03:37:00.0;20.8992;14.0612;10.6744;3.3867;11.6247
2016-04-06T03:37:00.0/2016-04-06T03:38:00.0;20.9372;14.0933;10.7023;3.3910;11.6339
2016-04-06T03:38:00.0/2016-04-06T03:39:00.0;20.9748;14.1251;10.7298;3.3953;11.6429
2016-04-06T03:39:00.0/2016-04-06T03:40:00.0;21.0120;14.1566;10.7571;3.3995;11.6518
2016-04-06T03:40:00.0/2016-04-06T03:41:00.0;21.0488;14.1877;10.7841;3.4036;11.6606
2016-04-06T03:41:00.0/2016-04-06T03:42:00.0;21.0852;14.2185;10.8108;3.4077;11.6693
2016-04-06T03:42:00.0/2016-04-06T03:43:00.0;21.1212;14.2489;10.8372;3.4118;11.6778
2016-04-06T03:43:00.0/2016-04-06T03:44:00.0;21.1568;14.2790;10.8633;3.4158;11.6863
2016-04-06T03:44:00.0/2016-04-06T03:45:00.0;21.1920;14.3088;10.8891;3.4197;11.6946
2016-04-06T03:45:00.0/2016-04-06T03:46:00.0;21.2268;14.3383;10.9146;3.4237;11.7028
2016-04-06T03:46:00.0/2016-04-06T03:47:00.0;21.2612;14.3674;10.9398;3.4275;11.7108
2016-04-06T03:47:00.0/2016-04-06T03:48:00.0;21.2952;14.3961;10.9648;3.4314;11.7188
2016-04-06T03:48:00.0/2016-04-06T03:49:00.0;21.3288;14.4246;10.9894;3.4351;11.7266
2016-04-06T03:49:00.0/2016-04-06T03:50:00.0;21.3620;14.4527;11.0138;3.4389;11.7343
2016-04-06T03:50:00.0/2016-04-06T03:51:00.0;21.3948;14.4804;11.0378;3.4426;11.7420
2016-04-06T03:51:00.0/2016-04-06T03:52:00.0;21.4271;14.5078;11.0616;3.4462;11.7494
2016-04-06T03:52:00.0/2016-04-06T03:53:00.0;21.4591;14.5349;11.0850;3.4499;11.7568
2016-04-06T03:53:00.0/2016-04-06T03:54:00.0;21.4907;14.5616;11.1082;3.4534;11.7641
2016-04-06T03:54:00.0/2016-04-06T03:55:00.0;21.5218;14.5880;11.1310;3.4569;11.7712
2016-04-06T03:55:00.0/2016-04-06T03:56:00.0;21.5525;14.6140;11.1536;3.4604;11.7782
2016-04-06T03:56:00.0/2016-04-06T03:57:00.0;21.5829;14.6397;11.1758;3.4638;11.7851
2016-04-06T03:57:00.0/2016-04-06T03:58:00.0;21.6128;14.6650;11.1978;3.4672;11.7919
2016-04-06T03:58:00.0/2016-04-06T03:59:00.0;21.6423;14.6900;11.2195;3.4706;11.7986
2016-04-06T03:59:00.0/2016-04-06T04:00:00.0;21.6714;14.7147;11.2408;3.4739;11.8052
2016-04-06T04:00:00.0/2016-04-06T04:01:00.0;21.7001;14.7390;11.2618;3.4771;11.8117
2016-04-06T04:01:00.0/2016-04-06T04:02:00.0;21.7284;14.7630;11.2826;3.4804;11.8180
2016-04-06T04:02:00.0/2016-04-06T04:03:00.0;21.7562;14.7865;11.3030;3.4835;11.8242
2016-04-06T04:03:00.0/2016-04-06T04:04:00.0;21.7837;14.8098;11.3231;3.4866;11.8304
2016-04-06T04:04:00.0/2016-04-06T04:05:00.0;21.8107;14.8327;11.3430;3.4897;11.8364
2016-04-06T04:05:00.0/2016-04-06T04:06:00.0;21.8373;14.8552;11.3625;3.4928;11.8423
2016-04-06T04:06:00.0/2016-04-06T04:07:00.0;21.8635;14.8774;11.3817;3.4958;11.8481
2016-04-06T04:07:00.0/2016-04-06T04:08:00.0;21.8893;14.8993;11.4006;3.4987;11.8538
2016-04-06T04:08:00.0/2016-04-06T04:09:00.0;21.9147;14.9208;11.4192;3.5016;11.8593
2016-04-06T04:09:00.0/2016-04-06T04:10:00.0;21.9396;14.9419;11.4374;3.5045;11.8648
2016-04-06T04:10:00.0/2016-04-06T04:11:00.0;21.9642;14.9627;11.4554;3.5073;11.8702
2016-04-06T04:11:00.0/2016-04-06T04:12:00.0;21.9883;14.9832;11.4731;3.5101;11.8754
2016-04-06T04:12:00.0/2016-04-06T04:13:00.0;22.0120;15.0032;11.4904;3.5128;11.8806
2016-04-06T04:13:00.0/2016-04-06T04:14:00.0;22.0353;15.0230;11.5075;3.5155;11.8856
2016-04-06T04:14:00.0/2016-04-06T04:15:00.0;22.0582;15.0423;11.5242;3.5182;11.8905
2016-04-06T04:15:00.0/2016-04-06T04:16:00.0;22.0806;15.0613;11.5406;3.5208;11.8953
2016-04-06T04:16:00.0/2016-04-06T04:17:00.0;22.1027;15.0800;11.5567;3.5233;11.9000
2016-04-06T04:17:00.0/2016-04-06T04:18:00.0;22.1243;15.0983;11.5724;3.5258;11.9046
2016-04-06T04:18:00.0/2016-04-06T04:19:00.0;22.1455;15.1162;11.5879;3.5283;11.9091
2016-04-06T04:19:00.0/2016-04-06T04:20:00.0;22.1662;15.1338;11.6031;3.5307;11.9135
2016-04-06T04:20:00.0/2016-04-06T04:21:00.0;22.1866;15.1510;11.6179;3.5331;11.9178
2016-04-06T04:21:00.0/2016-04-06T04:22:00.0;22.2065;15.1679;11.6324;3.5355;11.9220
2016-04-06T04:22:00.0/2016-04-06T04:23:00.0;22.2260;15.1844;11.6466;3.5378;11.9261
2016-04-06T04:23:00.0/2016-04-06T04:24:00.0;22.2451;15.2005;11.6605;3.5400;11.9300
2016-04-06T04:24:00.0/2016-04-06T04:25:00.0;22.2638;15.2163;11.6741;3.5422;11.9339
2016-04-06T04:25:00.0/2016-04-06T04:26:00.0;22.2820;15.2317;11.6873;3.5444;11.9376
2016-04-06T04:26:00.0/2016-04-06T04:27:00.0;22.2998;15.2468;11.7002;3.5465;11.9413
2016-04-06T04:27:00.0/2016-04-06T04:28:00.0;22.3172;15.2615;11.7128;3.5486;11.9448
2016-04-06T04:28:00.0/2016-04-06T04:29:00.0;22.3342;15.2758;11.7251;3.5507;11.9483
2016-04-06T04:29:00.0/2016-04-06T04:30:00.0;22.3507;15.2898;11.7371;3.5527;11.9516
2016-04-06T04:30:00.0/2016-04-06T04:31:00.0;22.3668;15.3034;11.7487;3.5546;11.9549
2016-04-06T04:31:00.0/2016-04-06T04:32:00.0;22.3825;15.3166;11.7601;3.5565;11.9580
2016-04-06T04:32:00.0/2016-04-06T04:33:00.0;22.3978;15.3295;11.7711;3.5584;11.9610
2016-04-06T04:33:00.0/2016-04-06T04:34:00.0;22.4126;15.3420;11.7818;3.5602;11.9640
2016-04-06T04:34:00.0/2016-04-06T04:35:00.0;22.4271;15.3541;11.7921;3.5620;11.9668
2016-04-06T04:35:00.0/2016-04-06T04:36:00.0;22.4411;15.3660;11.8022;3.5638;11.9695
2016-04-06T04:36:00.0/2016-04-06T04:37:00.0;22.4546;15.3774;11.8119;3.5655;11.9721
2016-04-06T04:37:00.0/2016-04-06T04:38:00.0;22.4677;15.3884;11.8213;3.5671;11.9746
2016-04-06T04:38:00.0/2016-04-06T04:39:00.0;22.4805;15.3991;11.8304;3.5687;11.9770
2016-04-06T04:39:00.0/2016-04-06T04:40:00.0;22.4927;15.4094;11.8391;3.5703;11.9794
2016-04-06T04:40:00.0/2016-04-06T04:41:00.0;22.5046;15.4194;11.8475;3.5718;11.9816
2016-04-06T04:41:00.0/2016-04-06T04:42:00.0;22.5160;15.4290;11.8556;3.5733;11.9837
2016-04-06T04:42:00.0/2016-04-06T04:43:00.0;22.5270;15.4382;11.8634;3.5748;11.9857
2016-04-06T04:43:00.0/2016-04-06T04:44:00.0;22.5376;15.4471;11.8709;3.5762;11.9876
2016-04-06T04:44:00.0/2016-04-06T04:45:00.0;22.5478;15.4555;11.8780;3.5775;11.9894
2016-04-06T04:45:00.0/2016-04-06T04:46:00.0;22.5575;15.4637;11.8848;3.5788;11.9911
2016-04-06T04:46:00.0/2016-04-06T04:47:00.0;22.5668;15.4714;11.8913;3.5801;11.9927
2016-04-06T04:47:00.0/2016-04-06T04:48:00.0;22.5756;15.4788;11.8975;3.5813;11.9942
2016-04-06T04:48:00.0/2016-04-06T04:49:00.0;22.5841;15.4858;11.9033;3.5825;11.9956
2016-04-06T04:49:00.0/2016-04-06T04:50:00.0;22.5920;15.4925;11.9088;3.5837;11.9968
2016-04-06T04:50:00.0/2016-04-06T04:51:00.0;22.5996;15.4987;11.9140;3.5848;11.9980
2016-04-06T04:51:00.0/2016-04-06T04:52:00.0;22.6068;15.5047;11.9188;3.5858;11.9991
2016-04-06T04:52:00.0/2016-04-06T04:53:00.0;22.6135;15.5102;11.9234;3.5868;12.0001
2016-04-06T04:53:00.0/2016-04-06T04:54:00.0;22.6198;15.5154;11.9276;3.5878;12.0010
2016-04-06T04:54:00.0/2016-04-06T04:55:00.0;22.6256;15.5202;11.9314;3.5887;12.0018
2016-04-06T04:55:00.0/2016-04-06T04:56:00.0;22.6310;15.5246;11.9350;3.5896;12.0025
2016-04-06T04:56:00.0/2016-04-06T04:57:00.0;22.6360;15.5287;11.9382;3.5905;12.0031
2016-04-06T04:57:00.0/2016-04-06T04:58:00.0;22.6406;15.5324;11.9411;3.5913;12.0036
2016-04-06T04:58:00.0/2016-04-06T04:59:00.0;22.6448;15.5357;11.9437;3.5920;12.0040
2016-04-06T04:59:00.0/2016-04-06T05:00:00.0;22.6484;15.5387;11.9459;3.5927;12.0042
2016-04-06T05:00:00.0/2016-04-06T05:01:00.0;22.6517;15.5412;11.9478;3.5934;12.0044
2016-04-06T05:01:00.0/2016-04-06T05:02:00.0;22.6546;15.5435;11.9494;3.5940;12.0045
2016-04-06T05:02:00.0/2016-04-06T05:03:00.0;22.6570;15.5453;11.9507;3.5946;12.0045
2016-04-06T05:03:00.0/2016-04-06T05:04:00.0;22.6590;15.5468;11.9516;3.5952;12.0044
2016-04-06T05:04:00.0/2016-04-06T05:05:00.0;22.6605;15.5479;11.9522;3.5957;12.0042
2016-04-06T05:05:00.0/2016-04-06T05:06:00.0;22.6616;15.5486;11.9525;3.5961;12.0038
2016-04-06T05:06:00.0/2016-04-06T05:07:00.0;22.6623;15.5490;11.9525;3.5965;12.0034
2016-04-06T05:07:00.0/2016-04-06T05:08:00.0;22.6626;15.5490;11.9521;3.5969;12.0029
2016-04-06T05:08:00.0/2016-04-06T05:09:00.0;22.6624;15.5486;11.9514;3.5972;12.0023
2016-04-06T05:09:00.0/2016-04-06T05:10:00.0;22.6618;15.5479;11.9504;3.5975;12.0016
2016-04-06T05:10:00.0/2016-04-06T05:11:00.0;22.6608;15.5468;11.9490;3.5978;12.0008
2016-04-06T05:11:00.0/2016-04-06T05:12:00.0;22.6593;15.5453;11.9473;3.5980;11.9998
2016-04-06T05:12:00.0/2016-04-06T05:13:00.0;22.6574;15.5434;11.9453;3.5981;11.9988
2016-04-06T05:13:00.0/2016-04-06T05:14:00.0;22.6551;15.5412;11.9430;3.5982;11.9977
2016-04-06T05:14:00.0/2016-04-06T05:15:00.0;22.6523;15.5386;11.9403;3.5983;11.9965
2016-04-06T05:15:00.0/2016-04-06T05:16:00.0;22.6492;15.5356;11.9373;3.5983;11.9951
2016-04-06T05:16:00.0/2016-04-06T05:17:00.0;22.6456;15.5323;11.9340;3.5983;11.9937
2016-04-06T05:17:00.0/2016-04-06T05:18:00.0;22.6415;15.5286;11.9304;3.5982;11.9922
2016-04-06T05:18:00.0/2016-04-06T05:19:00.0;22.6370;15.5245;11.9264;3.5981;11.9906
2016-04-06T05:19:00.0/2016-04-06T05:20:00.0;22.6321;15.5201;11.9221;3.5980;11.9888
2016-04-06T05:20:00.0/2016-04-06T05:21:00.0;22.6268;15.5153;11.9175;3.5978;11.9870
2016-04-06T05:21:00.0/2016-04-06T05:22:00.0;22.6210;15.5101;11.9126;3.5976;11.9851
2016-04-06T05:22:00.0/2016-04-06T05:23:00.0;22.6148;15.5046;11.9073;3.5973;11.9831
2016-04-06T05:23:00.0/2016-04-06T05:24:00.0;22.6082;15.4986;11.9017;3.5970;11.9809
2016-04-06T05:24:00.0/2016-04-06T05:25:00.0;22.6012;15.4924;11.8958;3.5966;11.9787
2016-04-06T05:25:00.0/2016-04-06T05:26:00.0;22.5937;15.4857;11.8895;3.5962;11.9764
2016-04-06T05:26:00.0/2016-04-06T05:27:00.0;22.5858;15.4787;11.8829;3.5957;11.9739
2016-04-06T05:27:00.0/2016-04-06T05:28:00.0;22.5774;15.4713;11.8760;3.5952;11.9714
2016-04-06T05:28:00.0/2016-04-06T05:29:00.0;22.5687;15.4635;11.8688;3.5947;11.9688
2016-04-06T05:29:00.0/2016-04-06T05:30:00.0;22.5595;15.4554;11.8613;3.5941;11.9660
2016-04-06T05:30:00.0/2016-04-06T05:31:00.0;22.5499;15.4469;11.8534;3.5935;11.9632
2016-04-06T05:31:00.0/2016-04-06T05:32:00.0;22.5398;15.4381;11.8452;3.5928;11.9603
2016-04-06T05:32:00.0/2016-04-06T05:33:00.0;22.5293;15.4288;11.8367;3.5921;11.9572
2016-04-06T05:33:00.0/2016-04-06T05:34:00.0;22.5184;15.4192;11.8278;3.5914;11.9541
2016-04-06T05:34:00.0/2016-04-06T05:35:00.0;22.5071;15.4093;11.8187;3.5906;11.9508
2016-04-06T05:35:00.0/2016-04-06T05:36:00.0;22.4953;15.3989;11.8092;3.5897;11.9475
2016-04-06T05:36:00.0/2016-04-06T05:37:00.0;22.4831;15.3882;11.7994;3.5888;11.9440
2016-04-06T05:37:00.0/2016-04-06T05:38:00.0;22.4705;15.3772;11.7893;3.5879;11.9404
2016-04-06T05:38:00.0/2016-04-06T05:39:00.0;22.4574;15.3658;11.7788;3.5869;11.9368
2016-04-06T05:39:00.0/2016-04-06T05:40:00.0;22.4440;15.3540;11.7680;3.5859;11.9330
2016-04-06T05:40:00.0/2016-04-06T05:41:00.0;22.4301;15.3418;11.7569;3.5849;11.9291
2016-04-06T05:41:00.0/2016-04-06T05:42:00.0;22.4157;15.3293;11.7455;3.5838;11.9252
2016-04-06T05:42:00.0/2016-04-06T05:43:00.0;22.4010;15.3164;11.7338;3.5826;11.9211
2016-04-06T05:43:00.0/2016-04-06T05:44:00.0;22.3858;15.3032;11.7217;3.5814;11.9169
2016-04-06T05:44:00.0/2016-04-06T05:45:00.0;22.3702;15.2895;11.7093;3.5802;11.9126
2016-04-06T05:45:00.0/2016-04-06T05:46:00.0;22.3542;15.2756;11.6967;3.5789;11.9082
2016-04-06T05:46:00.0/2016-04-06T05:47:00.0;22.3377;15.2612;11.6836;3.5776;11.9038
2016-04-06T05:47:00.0/2016-04-06T05:48:00.0;22.3209;15.2465;11.6703;3.5762;11.8991
2016-04-06T05:48:00.0/2016-04-06T05:49:00.0;22.3036;15.2315;11.6567;3.5748;11.8944
2016-04-06T05:49:00.0/2016-04-06T05:50:00.0;22.2858;15.2160;11.6427;3.5734;11.8896
2016-04-06T05:50:00.0/2016-04-06T05:51:00.0;22.2677;15.2003;11.6284;3.5719;11.8847
2016-04-06T05:51:00.0/2016-04-06T05:52:00.0;22.2491;15.1841;11.6138;3.5703;11.8797
2016-04-06T05:52:00.0/2016-04-06T05:53:00.0;22.2301;15.1676;11.5989;3.5687;11.8746
2016-04-06T05:53:00.0/2016-04-06T05:54:00.0;22.2107;15.1508;11.5837;3.5671;11.8693
2016-04-06T05:54:00.0/2016-04-06T05:55:00.0;22.1909;15.1335;11.5681;3.5654;11.8640
2016-04-06T05:55:00.0/2016-04-06T05:56:00.0;22.1706;15.1159;11.5522;3.5637;11.8586
2016-04-06T05:56:00.0/2016-04-06T05:57:00.0;22.1499;15.0980;11.5361;3.5619;11.8530
2016-04-06T05:57:00.0/2016-04-06T05:58:00.0;22.1288;15.0797;11.5196;3.5601;11.8473
2016-04-06T05:58:00.0/2016-04-06T05:59:00.0;22.1073;15.0610;11.5028;3.5583;11.8416
2016-04-06T05:59:00.0/2016-04-06T06:00:00.0;22.0854;15.0420;11.4857;3.5564;11.8357
2016-04-06T06:00:00.0/2016-04-06T06:01:00.0;22.0630;15.0239;11.4709;3.5530;11.8325
2016-04-06T06:01:00.0/2016-04-06T06:02:00.0;22.0402;15.0067;11.4585;3.5482;11.8319
2016-04-06T06:02:00.0/2016-04-06T06:03:00.0;22.0171;14.9891;11.4458;3.5433;11.8312
2016-04-06T06:03:00.0/2016-04-06T06:04:00.0;21.9934;14.9712;11.4328;3.5384;11.8304
2016-04-06T06:04:00.0/2016-04-06T06:05:00.0;21.9694;14.9529;11.4194;3.5335;11.8295
2016-04-06T06:05:00.0/2016-04-06T06:06:00.0;21.9450;14.9343;11.4058;3.5285;11.8286
2016-04-06T06:06:00.0/2016-04-06T06:07:00.0;21.9201;14.9153;11.3918;3.5234;11.8275
2016-04-06T06:07:00.0/2016-04-06T06:08:00.0;21.8948;14.8959;11.3775;3.5184;11.8263
2016-04-06T06:08:00.0/2016-04-06T06:09:00.0;21.8691;14.8762;11.3629;3.5133;11.8250
2016-04-06T06:09:00.0/2016-04-06T06:10:00.0;21.8430;14.8562;11.3480;3.5082;11.8235
2016-04-06T06:10:00.0/2016-04-06T06:11:00.0;21.8165;14.8357;11.3328;3.5030;11.8220
2016-04-06T06:11:00.0/2016-04-06T06:12:00.0;21.7895;14.8150;11.3172;3.4978;11.8204
2016-04-06T06:12:00.0/2016-04-06T06:13:00.0;21.7621;14.7939;11.3013;3.4925;11.8186
2016-04-06T06:13:00.0/2016-04-06T06:14:00.0;21.7344;14.7724;11.2852;3.4872;11.8168
2016-04-06T06:14:00.0/2016-04-06T06:15:00.0;21.7062;14.7506;11.2687;3.4819;11.8149
2016-04-06T06:15:00.0/2016-04-06T06:16:00.0;21.6776;14.7284;11.2519;3.4766;11.8128
2016-04-06T06:16:00.0/2016-04-06T06:17:00.0;21.6486;14.7059;11.2348;3.4712;11.8106
2016-04-06T06:17:00.0/2016-04-06T06:18:00.0;21.6192;14.6831;11.2173;3.4657;11.8084
2016-04-06T06:18:00.0/2016-04-06T06:19:00.0;21.5894;14.6599;11.1996;3.4603;11.8060
2016-04-06T06:19:00.0/2016-04-06T06:20:00.0;21.5591;14.6363;11.1816;3.4548;11.8035
2016-04-06T06:20:00.0/2016-04-06T06:21:00.0;21.5285;14.6124;11.1632;3.4492;11.8009
2016-04-06T06:21:00.0/2016-04-06T06:22:00.0;21.4974;14.5882;11.1446;3.4436;11.7982
2016-04-06T06:22:00.0/2016-04-06T06:23:00.0;21.4659;14.5636;11.1256;3.4380;11.7953
2016-04-06T06:23:00.0/2016-04-06T06:24:00.0;21.4341;14.5387;11.1063;3.4324;11.7924
2016-04-06T06:24:00.0/2016-04-06T06:25:00.0;21.4018;14.5134;11.0867;3.4267;11.7894
2016-04-06T06:25:00.0/2016-04-06T06:26:00.0;21.3691;14.4878;11.0668;3.4209;11.7862
2016-04-06T06:26:00.0/2016-04-06T06:27:00.0;21.3360;14.4618;11.0466;3.4152;11.7830
2016-04-06T06:27:00.0/2016-04-06T06:28:00.0;21.3025;14.4355;11.0261;3.4094;11.7796
2016-04-06T06:28:00.0/2016-04-06T06:29:00.0;21.2686;14.4089;11.0053;3.4035;11.7761
2016-04-06T06:29:00.0/2016-04-06T06:30:00.0;21.2343;14.3819;10.9842;3.3977;11.7725
2016-04-06T06:30:00.0/2016-04-06T06:31:00.0;21.1996;14.3546;10.9628;3.3918;11.7688
2016-04-06T06:31:00.0/2016-04-06T06:32:00.0;21.1645;14.3269;10.9411;3.3858;11.7649
2016-04-06T06:32:00.0/2016-04-06T06:33:00.0;21.1290;14.2989;10.9191;3.3798;11.7610
2016-04-06T06:33:00.0/2016-04-06T06:34:00.0;21.0931;14.2706;10.8968;3.3738;11.7569
2016-04-06T06:34:00.0/2016-04-06T06:35:00.0;21.0567;14.2419;10.8742;3.3678;11.7528
2016-04-06T06:35:00.0/2016-04-06T06:36:00.0;21.0200;14.2129;10.8512;3.3617;11.7485
2016-04-06T06:36:00.0/2016-04-06T06:37:00.0;20.9829;14.1836;10.8280;3.3556;11.7441
2016-04-06T06:37:00.0/2016-04-06T06:38:00.0;20.9454;14.1539;10.8045;3.3494;11.7396
